_cq_source_name,_cq_sync_time,_cq_id,_cq_parent_id,name,key,id,type,public,scope,description,namespace,avatar
bitbucket,2023-06-22 18:36:06.678654,fc998fe6-599d-4c0c-baf9-7d6efe59bf89,,oe_whitelabel,OEW,0,project,false,,Project for the OE Whitelabel,,
